year	region	bug	drug	n_isolates	pct_resistant
1999	East South Central	Escherichia coli	Aminopenicillins	535	41
2000	East South Central	Escherichia coli	Aminopenicillins	487	47
2001	East South Central	Escherichia coli	Aminopenicillins	385	43
2002	East South Central	Escherichia coli	Aminopenicillins	375	45
2003	East South Central	Escherichia coli	Aminopenicillins	375	51
2004	East South Central	Escherichia coli	Aminopenicillins	599	51
2005	East South Central	Escherichia coli	Aminopenicillins	812	49
2006	East South Central	Escherichia coli	Aminopenicillins	313	47
2007	East South Central	Escherichia coli	Aminopenicillins	176	51
2008	East South Central	Escherichia coli	Aminopenicillins	234	44
2009	East South Central	Escherichia coli	Aminopenicillins	210	53
2010	East South Central	Escherichia coli	Aminopenicillins	135	45
2011	East South Central	Escherichia coli	Aminopenicillins	130	59
2012	East South Central	Escherichia coli	Aminopenicillins	92	65
1999	Mid Atlantic	Escherichia coli	Aminopenicillins	575	41
2000	Mid Atlantic	Escherichia coli	Aminopenicillins	1258	43
2001	Mid Atlantic	Escherichia coli	Aminopenicillins	1634	43
2002	Mid Atlantic	Escherichia coli	Aminopenicillins	1612	44
2003	Mid Atlantic	Escherichia coli	Aminopenicillins	1556	45
2004	Mid Atlantic	Escherichia coli	Aminopenicillins	1804	47
2005	Mid Atlantic	Escherichia coli	Aminopenicillins	1762	49
2006	Mid Atlantic	Escherichia coli	Aminopenicillins	1760	54
2007	Mid Atlantic	Escherichia coli	Aminopenicillins	1605	53
2008	Mid Atlantic	Escherichia coli	Aminopenicillins	1567	52
2009	Mid Atlantic	Escherichia coli	Aminopenicillins	1312	52
2010	Mid Atlantic	Escherichia coli	Aminopenicillins	1029	50
2011	Mid Atlantic	Escherichia coli	Aminopenicillins	978	51
2012	Mid Atlantic	Escherichia coli	Aminopenicillins	568	53
1999	Mountain	Escherichia coli	Aminopenicillins	397	46
2000	Mountain	Escherichia coli	Aminopenicillins	448	47
2001	Mountain	Escherichia coli	Aminopenicillins	412	45
2002	Mountain	Escherichia coli	Aminopenicillins	476	44
2003	Mountain	Escherichia coli	Aminopenicillins	556	48
2004	Mountain	Escherichia coli	Aminopenicillins	585	49
2005	Mountain	Escherichia coli	Aminopenicillins	292	54
2006	Mountain	Escherichia coli	Aminopenicillins	162	58
2007	Mountain	Escherichia coli	Aminopenicillins	142	54
2010	Mountain	Escherichia coli	Aminopenicillins	131	56
2011	Mountain	Escherichia coli	Aminopenicillins	97	69
1999	New England	Escherichia coli	Aminopenicillins	220	30
2000	New England	Escherichia coli	Aminopenicillins	202	24
2001	New England	Escherichia coli	Aminopenicillins	145	39
2002	New England	Escherichia coli	Aminopenicillins	151	29
2003	New England	Escherichia coli	Aminopenicillins	196	30
2004	New England	Escherichia coli	Aminopenicillins	239	36
2005	New England	Escherichia coli	Aminopenicillins	501	37
2006	New England	Escherichia coli	Aminopenicillins	679	43
2007	New England	Escherichia coli	Aminopenicillins	673	45
2008	New England	Escherichia coli	Aminopenicillins	497	44
2009	New England	Escherichia coli	Aminopenicillins	249	41
2010	New England	Escherichia coli	Aminopenicillins	314	46
2011	New England	Escherichia coli	Aminopenicillins	328	42
2012	New England	Escherichia coli	Aminopenicillins	132	44
1999	Pacific	Escherichia coli	Aminopenicillins	1301	44
2000	Pacific	Escherichia coli	Aminopenicillins	1596	45
2001	Pacific	Escherichia coli	Aminopenicillins	1832	46
2002	Pacific	Escherichia coli	Aminopenicillins	2069	46
2003	Pacific	Escherichia coli	Aminopenicillins	2308	48
2004	Pacific	Escherichia coli	Aminopenicillins	2280	50
2005	Pacific	Escherichia coli	Aminopenicillins	2447	51
2006	Pacific	Escherichia coli	Aminopenicillins	2284	52
2007	Pacific	Escherichia coli	Aminopenicillins	2410	54
2008	Pacific	Escherichia coli	Aminopenicillins	1956	54
2009	Pacific	Escherichia coli	Aminopenicillins	1668	53
2010	Pacific	Escherichia coli	Aminopenicillins	1523	52
2011	Pacific	Escherichia coli	Aminopenicillins	1682	51
2012	Pacific	Escherichia coli	Aminopenicillins	880	53
1999	South Atlantic	Escherichia coli	Aminopenicillins	1753	42
2000	South Atlantic	Escherichia coli	Aminopenicillins	2584	43
2001	South Atlantic	Escherichia coli	Aminopenicillins	2955	43
2002	South Atlantic	Escherichia coli	Aminopenicillins	3035	43
2003	South Atlantic	Escherichia coli	Aminopenicillins	3138	45
2004	South Atlantic	Escherichia coli	Aminopenicillins	3183	46
2005	South Atlantic	Escherichia coli	Aminopenicillins	3273	46
2006	South Atlantic	Escherichia coli	Aminopenicillins	2513	51
2007	South Atlantic	Escherichia coli	Aminopenicillins	2453	53
2008	South Atlantic	Escherichia coli	Aminopenicillins	2473	54
2009	South Atlantic	Escherichia coli	Aminopenicillins	2216	56
2010	South Atlantic	Escherichia coli	Aminopenicillins	2183	54
2011	South Atlantic	Escherichia coli	Aminopenicillins	2245	57
2012	South Atlantic	Escherichia coli	Aminopenicillins	1109	58
1999	West North Central	Escherichia coli	Aminopenicillins	330	40
2000	West North Central	Escherichia coli	Aminopenicillins	408	40
2001	West North Central	Escherichia coli	Aminopenicillins	515	42
2002	West North Central	Escherichia coli	Aminopenicillins	629	41
2003	West North Central	Escherichia coli	Aminopenicillins	699	40
2004	West North Central	Escherichia coli	Aminopenicillins	767	43
2005	West North Central	Escherichia coli	Aminopenicillins	679	48
2006	West North Central	Escherichia coli	Aminopenicillins	601	47
2007	West North Central	Escherichia coli	Aminopenicillins	638	49
2008	West North Central	Escherichia coli	Aminopenicillins	500	55
2009	West North Central	Escherichia coli	Aminopenicillins	518	51
2010	West North Central	Escherichia coli	Aminopenicillins	453	50
2011	West North Central	Escherichia coli	Aminopenicillins	497	56
2012	West North Central	Escherichia coli	Aminopenicillins	224	52
1999	West South Central	Escherichia coli	Aminopenicillins	1155	49
2000	West South Central	Escherichia coli	Aminopenicillins	1168	47
2001	West South Central	Escherichia coli	Aminopenicillins	1096	47
2002	West South Central	Escherichia coli	Aminopenicillins	1441	49
2003	West South Central	Escherichia coli	Aminopenicillins	1258	53
2004	West South Central	Escherichia coli	Aminopenicillins	1179	54
2005	West South Central	Escherichia coli	Aminopenicillins	903	54
2006	West South Central	Escherichia coli	Aminopenicillins	931	57
2007	West South Central	Escherichia coli	Aminopenicillins	1038	59
2008	West South Central	Escherichia coli	Aminopenicillins	1029	63
2009	West South Central	Escherichia coli	Aminopenicillins	1012	62
2010	West South Central	Escherichia coli	Aminopenicillins	917	59
2011	West South Central	Escherichia coli	Aminopenicillins	685	60
2012	West South Central	Escherichia coli	Aminopenicillins	444	58
1999	East North Central	Escherichia coli	Carbapenems	1211	0
2000	East North Central	Escherichia coli	Carbapenems	1216	0
2001	East North Central	Escherichia coli	Carbapenems	882	0
2002	East North Central	Escherichia coli	Carbapenems	915	0
2003	East North Central	Escherichia coli	Carbapenems	983	0
2004	East North Central	Escherichia coli	Carbapenems	1525	0
2005	East North Central	Escherichia coli	Carbapenems	1229	0
2006	East North Central	Escherichia coli	Carbapenems	1080	0
2007	East North Central	Escherichia coli	Carbapenems	972	0
2008	East North Central	Escherichia coli	Carbapenems	927	0
2009	East North Central	Escherichia coli	Carbapenems	842	0
2010	East North Central	Escherichia coli	Carbapenems	845	0
2011	East North Central	Escherichia coli	Carbapenems	924	0
2012	East North Central	Escherichia coli	Carbapenems	371	1
1999	East South Central	Escherichia coli	Carbapenems	483	0
2000	East South Central	Escherichia coli	Carbapenems	478	0
2001	East South Central	Escherichia coli	Carbapenems	384	0
2002	East South Central	Escherichia coli	Carbapenems	381	0
2003	East South Central	Escherichia coli	Carbapenems	374	0
2004	East South Central	Escherichia coli	Carbapenems	495	0
2005	East South Central	Escherichia coli	Carbapenems	514	0
2006	East South Central	Escherichia coli	Carbapenems	296	0
2007	East South Central	Escherichia coli	Carbapenems	163	0
2008	East South Central	Escherichia coli	Carbapenems	210	0
2009	East South Central	Escherichia coli	Carbapenems	210	0
2010	East South Central	Escherichia coli	Carbapenems	135	0
2011	East South Central	Escherichia coli	Carbapenems	126	0
2012	East South Central	Escherichia coli	Carbapenems	89	0
1999	Mid Atlantic	Escherichia coli	Carbapenems	421	0
2000	Mid Atlantic	Escherichia coli	Carbapenems	1089	0
2001	Mid Atlantic	Escherichia coli	Carbapenems	1328	0
2002	Mid Atlantic	Escherichia coli	Carbapenems	1311	0
2003	Mid Atlantic	Escherichia coli	Carbapenems	1275	0
2004	Mid Atlantic	Escherichia coli	Carbapenems	1495	0
2005	Mid Atlantic	Escherichia coli	Carbapenems	1469	0
2006	Mid Atlantic	Escherichia coli	Carbapenems	1419	0
2007	Mid Atlantic	Escherichia coli	Carbapenems	1140	0
2008	Mid Atlantic	Escherichia coli	Carbapenems	1142	0
2009	Mid Atlantic	Escherichia coli	Carbapenems	915	0
2010	Mid Atlantic	Escherichia coli	Carbapenems	789	0
2011	Mid Atlantic	Escherichia coli	Carbapenems	672	1
2012	Mid Atlantic	Escherichia coli	Carbapenems	396	1
1999	Mountain	Escherichia coli	Carbapenems	347	0
2000	Mountain	Escherichia coli	Carbapenems	361	0
2001	Mountain	Escherichia coli	Carbapenems	160	0
2002	Mountain	Escherichia coli	Carbapenems	100	0
2003	Mountain	Escherichia coli	Carbapenems	90	0
2004	Mountain	Escherichia coli	Carbapenems	143	0
2005	Mountain	Escherichia coli	Carbapenems	154	0
2006	Mountain	Escherichia coli	Carbapenems	162	0
2007	Mountain	Escherichia coli	Carbapenems	139	0
2010	Mountain	Escherichia coli	Carbapenems	131	0
2011	Mountain	Escherichia coli	Carbapenems	96	0
1999	New England	Escherichia coli	Carbapenems	93	0
2000	New England	Escherichia coli	Carbapenems	63	0
2001	New England	Escherichia coli	Carbapenems	64	0
2002	New England	Escherichia coli	Carbapenems	114	0
2003	New England	Escherichia coli	Carbapenems	142	0
2004	New England	Escherichia coli	Carbapenems	192	0
2005	New England	Escherichia coli	Carbapenems	441	0
2006	New England	Escherichia coli	Carbapenems	615	0
2007	New England	Escherichia coli	Carbapenems	604	0
2008	New England	Escherichia coli	Carbapenems	488	0
2009	New England	Escherichia coli	Carbapenems	256	0
2010	New England	Escherichia coli	Carbapenems	320	0
2011	New England	Escherichia coli	Carbapenems	340	1
2012	New England	Escherichia coli	Carbapenems	135	0
1999	Pacific	Escherichia coli	Carbapenems	939	0
2000	Pacific	Escherichia coli	Carbapenems	1465	0
2001	Pacific	Escherichia coli	Carbapenems	1703	0
2002	Pacific	Escherichia coli	Carbapenems	1853	0
2003	Pacific	Escherichia coli	Carbapenems	1905	0
2004	Pacific	Escherichia coli	Carbapenems	2059	0
2005	Pacific	Escherichia coli	Carbapenems	2234	0
2006	Pacific	Escherichia coli	Carbapenems	2137	0
2007	Pacific	Escherichia coli	Carbapenems	2262	0
2008	Pacific	Escherichia coli	Carbapenems	2090	0
2009	Pacific	Escherichia coli	Carbapenems	2010	0
2010	Pacific	Escherichia coli	Carbapenems	1915	0
2011	Pacific	Escherichia coli	Carbapenems	2088	0
2012	Pacific	Escherichia coli	Carbapenems	964	1
1999	South Atlantic	Escherichia coli	Carbapenems	1133	0
2000	South Atlantic	Escherichia coli	Carbapenems	1997	0
2001	South Atlantic	Escherichia coli	Carbapenems	2428	0
2002	South Atlantic	Escherichia coli	Carbapenems	2410	0
2003	South Atlantic	Escherichia coli	Carbapenems	2480	0
2004	South Atlantic	Escherichia coli	Carbapenems	2404	0
2005	South Atlantic	Escherichia coli	Carbapenems	2456	0
2006	South Atlantic	Escherichia coli	Carbapenems	2447	0
2007	South Atlantic	Escherichia coli	Carbapenems	2448	0
2008	South Atlantic	Escherichia coli	Carbapenems	2444	0
2009	South Atlantic	Escherichia coli	Carbapenems	2081	0
2010	South Atlantic	Escherichia coli	Carbapenems	2203	0
2011	South Atlantic	Escherichia coli	Carbapenems	1752	0
2012	South Atlantic	Escherichia coli	Carbapenems	862	1
1999	West North Central	Escherichia coli	Carbapenems	330	0
2000	West North Central	Escherichia coli	Carbapenems	406	0
2001	West North Central	Escherichia coli	Carbapenems	492	0
2002	West North Central	Escherichia coli	Carbapenems	625	0
2003	West North Central	Escherichia coli	Carbapenems	660	0
2004	West North Central	Escherichia coli	Carbapenems	720	0
2005	West North Central	Escherichia coli	Carbapenems	647	0
2006	West North Central	Escherichia coli	Carbapenems	592	0
2007	West North Central	Escherichia coli	Carbapenems	582	0
2008	West North Central	Escherichia coli	Carbapenems	401	0
2009	West North Central	Escherichia coli	Carbapenems	442	0
2010	West North Central	Escherichia coli	Carbapenems	391	0
2011	West North Central	Escherichia coli	Carbapenems	406	0
2012	West North Central	Escherichia coli	Carbapenems	173	0
1999	West South Central	Escherichia coli	Carbapenems	1139	0
2000	West South Central	Escherichia coli	Carbapenems	1153	0
2001	West South Central	Escherichia coli	Carbapenems	1074	0
2002	West South Central	Escherichia coli	Carbapenems	1396	0
2003	West South Central	Escherichia coli	Carbapenems	1221	0
2004	West South Central	Escherichia coli	Carbapenems	1172	0
2005	West South Central	Escherichia coli	Carbapenems	934	0
2006	West South Central	Escherichia coli	Carbapenems	980	0
2007	West South Central	Escherichia coli	Carbapenems	1080	0
2008	West South Central	Escherichia coli	Carbapenems	1075	0
2009	West South Central	Escherichia coli	Carbapenems	989	0
2010	West South Central	Escherichia coli	Carbapenems	902	0
2011	West South Central	Escherichia coli	Carbapenems	558	1
2012	West South Central	Escherichia coli	Carbapenems	261	1
1999	East North Central	Escherichia coli	Cephalosporins (3rd gen)	1329	3
2000	East North Central	Escherichia coli	Cephalosporins (3rd gen)	1434	3
2001	East North Central	Escherichia coli	Cephalosporins (3rd gen)	1481	3
2002	East North Central	Escherichia coli	Cephalosporins (3rd gen)	1037	5
2003	East North Central	Escherichia coli	Cephalosporins (3rd gen)	1059	5
2004	East North Central	Escherichia coli	Cephalosporins (3rd gen)	1633	7
2005	East North Central	Escherichia coli	Cephalosporins (3rd gen)	1386	8
2006	East North Central	Escherichia coli	Cephalosporins (3rd gen)	1189	9
2007	East North Central	Escherichia coli	Cephalosporins (3rd gen)	1006	8
2008	East North Central	Escherichia coli	Cephalosporins (3rd gen)	936	9
2009	East North Central	Escherichia coli	Cephalosporins (3rd gen)	867	9
2010	East North Central	Escherichia coli	Cephalosporins (3rd gen)	846	11
2011	East North Central	Escherichia coli	Cephalosporins (3rd gen)	871	11
2012	East North Central	Escherichia coli	Cephalosporins (3rd gen)	304	8
1999	East South Central	Escherichia coli	Cephalosporins (3rd gen)	539	2
2000	East South Central	Escherichia coli	Cephalosporins (3rd gen)	471	5
2001	East South Central	Escherichia coli	Cephalosporins (3rd gen)	366	3
2002	East South Central	Escherichia coli	Cephalosporins (3rd gen)	380	2
2003	East South Central	Escherichia coli	Cephalosporins (3rd gen)	370	1
2004	East South Central	Escherichia coli	Cephalosporins (3rd gen)	599	5
2005	East South Central	Escherichia coli	Cephalosporins (3rd gen)	795	2
2006	East South Central	Escherichia coli	Cephalosporins (3rd gen)	302	4
2007	East South Central	Escherichia coli	Cephalosporins (3rd gen)	163	4
2008	East South Central	Escherichia coli	Cephalosporins (3rd gen)	210	6
2009	East South Central	Escherichia coli	Cephalosporins (3rd gen)	210	8
2010	East South Central	Escherichia coli	Cephalosporins (3rd gen)	135	12
1999	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	558	2
2000	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	1015	3
2001	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	1256	4
2002	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	1169	5
2003	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	1121	5
2004	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	1474	5
2005	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	1561	6
2006	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	1555	5
2007	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	1334	6
2008	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	1287	7
2009	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	1139	9
2010	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	857	8
2011	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	807	10
2012	Mid Atlantic	Escherichia coli	Cephalosporins (3rd gen)	476	16
1999	Mountain	Escherichia coli	Cephalosporins (3rd gen)	358	3
2000	Mountain	Escherichia coli	Cephalosporins (3rd gen)	356	2
2001	Mountain	Escherichia coli	Cephalosporins (3rd gen)	292	3
2002	Mountain	Escherichia coli	Cephalosporins (3rd gen)	395	4
2003	Mountain	Escherichia coli	Cephalosporins (3rd gen)	468	1
2004	Mountain	Escherichia coli	Cephalosporins (3rd gen)	514	3
2005	Mountain	Escherichia coli	Cephalosporins (3rd gen)	229	6
2006	Mountain	Escherichia coli	Cephalosporins (3rd gen)	96	8
